#
# This data is provided by behindthename.com and is licensed under CC BY-SA 4.0.
# To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/4.0
#
# Given names, their genders and synonyms, exported from the behindthename.com database.
# Sun, 25 Apr 2021 23:47:57 -0700
#
# name	gender	related
Alexandr	m	Aleks,Aleksandr,Aleš,Alex,Alexsandr,Alik,Sanya,Sasha,Sashok,Shura
Alexandra	f	Aleka,Aleks,Aleksandra,Aleksandrina,Alesya,Alex,Alexa,Alexandrea,Alexandria,Alexandrina,Alexandrine,Alexina,Ali,Allie,Ally,Alya,Andra,Asya,Lesya,Lexa,Lexi,Lexie,Lexine,Lexy,Oleksandra,Olesya,Sanda,Sandie,Sandy,Sanya,Sasha,Sashenka,Shura,Szandra,Xandra,Zandra
Alexandre	m	Àlex,Alex,Xande
Alexandrea	f	Alex,Alexa,Alexandra,Alexandria,Alexina,Ali,Allie,Ally,Lexa,Lexi,Lexie,Lexine,Lexy,Sandie,Sandy,Zandra
Alexandria	f	Alex,Alexa,Alexandra,Alexandrea,Alexina,Ali,Allie,Ally,Lexa,Lexi,Lexie,Lexine,Lexy,Sandie,Sandy,Zandra
Alexandrie	f	Alexandra,Alexandrine
Alexandrina	f	Alex,Alexa,Alexandra,Alexandrea,Alexandria,Alexina,Ali,Allie,Ally,Lexa,Lexi,Lexie,Lexine,Lexy,Sandie,Sandy,Zandra
Alexandrine	f	Alexandra
Alexandros	m	Alekos,Alex,Alexander
Alexandru	m	Alex,Sandu
Alexei	m	Aleks,Aleksei,Aleksey,Alex,Alexey,Alyosha,Lyosha
Alexej	m	Aleš
Alexey	m	Aleks,Aleksei,Aleksey,Alex,Alexei,Alyosha,Lyosha
Alèxia	f	
Alexia	f	Alexina,Alexis,Alexus,Lexi,Lexia,Lexie,Lexine,Lexus,Lexy
Alexina	f	Alex,Alexa,Alexandra,Alexandrea,Alexandria,Alexia,Alexis,Alexus,Ali,Allie,Ally,Lexa,Lexi,Lexia,Lexie,Lexine,Lexus,Lexy,Sandie,Sandy,Zandra
Alexios	m	Alexius
Alexis	mf	Alejo,Alexia,Alexina,Alexus,Lexi,Lexia,Lexie,Lexine,Lexus,Lexy
Alexius	m	Alexios
Alexsandr	m	Aleks,Aleksandr,Alex,Alexandr,Alik,Sanya,Sasha,Sashok,Shura
Alexus	f	Alexia,Alexina,Alexis,Lexi,Lexia,Lexie,Lexine,Lexus,Lexy
Aleyna	f	
Alf	m	Adolf,Alfie,Alfr,Alfred,Alv
Alfarr	m	
Alfbern	m	
Alfeo	m	
Alfhard	m	
Alfher	m	
Alfhild	f	
Alfhildr	f	
Alfia	f	Alfiya
Alfie	m	Alf,Alfred
Alfio	m	
Alfiya	f	Alfia
Alfons	m	Adalfuns,Fons,Hadufuns,Hildefons
Alfonsina	f	
Alfonso	m	Alonso,Ildefonso
Alfonz	m	
Alfr	m	Alf
Alfréd	m	
Alfred	m	Alf,Alfie,Fred
Alfreda	f	Freda,Freddie
Alfredas	m	
Alfredo	m	
Alfvin	m	
Alfwin	m	Alboin,Alwin
Algar	m	
Algautr	m	
Alger	m	
Algernon	m	
Algimantas	m	
Algirdas	m	
Algot	m	
Alhaji	m	
Al-Hasan	m	Hasan,Hassan,Hisein,Husain,Husayn,Hussain,Hussein
Alhassan	m	Alassane,Lassana
Alheri	f	
'Ali	m	Ali
Əli	m	
Ali	mf	Alease,Alecia,Alesha,Alesia,Alex,Alexa,Alexandra,Alexandrea,Alexandria,Alexina,'Ali,Alice,Alicia,Alija,Alisha,Alison,Alissa,Allie,Allison,Ally,Allyson,Alyce,Alycia,Alys,Alysa,Alyse,Alysha,Alysia,Alyson,Alyssa,Alyssia,Lexa,Lexi,Lexie,Lexine,Lexy,Sandie,Sandy,Zandra
Alia	f	Alya
Aliah	f	Aaliyah,Alaiya,Alaya,Alayah,Aleah
Aliaksandr	m	
Aliaksandra	f	Alesya
Aliaksei	m	
Alica	f	
Alice	f	Alease,Alecia,Alesha,Alesia,Ali,Alícia,Alicia,Alisha,Alison,Alissa,Alix,Allie,Ally,Alyce,Alycia,Alys,Alysa,Alyse,Alysha,Alysia,Alyssa,Alyssia,Lisha
Alícia	f	Alice
Alicia	f	Alease,Alecia,Alesha,Alesia,Ali,Alice,Alisha,Alissa,Allie,Ally,Alyce,Alycia,Alys,Alysa,Alyse,Alysha,Alysia,Alyssa,Alyssia,Lesia,Lisha,Lyssa
Alicja	f	
Alida	f	Adelheid,Heida,Heide,Heidi
Aliénor	f	Eléonore
Alienòr	f	
Aliisa	f	Alisa,Alli,Iisa
Alija	m	Ali
Alik	m	Albert,Aleks,Aleksandr,Alex,Alexandr,Alexsandr,Sanya,Sasha,Sashok,Shura
Alikhan	m	
Aliki	f	Kiki
Alim	m	Alimjan
Alimjan	m	Alim
Alin	m	
Alīna	f	
Alina	f	Adela,Adelina,Albina,Alda,Alya
Alinafe	mf	
Aline	f	Adaline,Adalyn,Adalynn,Addie,Addilyn,Addy,Adela,Adèle,Adelia,Adélie,Adelina,Adeline,Adella,Adelyn,Adelynn,Aileen,Alda,Alene,Aude,Eileen,Ilene,Lina,Line,Lyna
Aliona	f	Alyona,Alyonka,Elena,Lena,Yelena
Aliprand	m	
Alis	f	
Alisa	f	Aliisa,Alli,Iisa
Alise	f	Alease,Alecia,Alesha,Alesia,Ali,Alice,Alicia,Alisha,Alissa,Allie,Ally,Alyce,Alycia,Alys,Alysa,Alyse,Alysha,Alysia,Alyssa,Alyssia
Alisha	f	Alease,Alecia,Alesha,Alesia,Alice,Alicia,Alissa,Alyce,Alycia,Alys,Alysa,Alyse,Alysha,Alysia,Alyssa,Alyssia,Lesia,Lisha,Lyssa
Alisher	m	
Alishia	f	Alease,Alecia,Alesha,Alesia,Alice,Alicia,Alisha,Alissa,Alyce,Alycia,Alys,Alysa,Alyse,Alysha,Alysia,Alyssa,Alyssia,Lesia,Lisha,Lyssa
Alisia	f	Alease,Alecia,Alesha,Alesia,Alice,Alicia,Alisha,Alissa,Alyce,Alycia,Alys,Alysa,Alyse,Alysha,Alysia,Alyssa,Alyssia,Lesia,Lisha,Lyssa
Alison	f	Ali,Alice,Alix,Allie,Allison,Ally,Allyson,Alyson
Alissa	f	Alease,Alecia,Alesha,Alesia,Alice,Alicia,Alisha,Alyce,Alycia,Alys,Alysa,Alyse,Alysha,Alysia,Alyssa,Alyssia,Lesia,Lisha,Lyssa
Alistair	m	Alasdair,Alastair,Alister,Ally
Alister	m	Alasdair,Alastair,Alistair,Ally
Alisya	f	Alease,Alecia,Alesha,Alesia,Alice,Alicia,Alisha,Alissa,Alyce,Alycia,Alys,Alysa,Alyse,Alysha,Alysia,Alyssa,Alyssia,Lesia,Lisha,Lyssa
Alita	f	
Alivia	f	Liv,Livia,Livvy,Livy,Olivia,Ollie
Alix	fm	Alice,Alison
Aliya	f	Aliyah,Aliyya,Aliyyah
Aliyah	f	Aliya,Aliyya,Aliyyah
Aliye	f	
Aliyya	f	Aliya,Aliyah,Aliyyah
Aliyyah	f	Aliya,Aliyah,Aliyya
Alíz	f	Aliz
Aliz	f	Alíz
Aliza	f	
Alizée	f	
Alja	f	Aleksandra,Saša,Saška
Aljaž	m	
Aljoša	mf	
Alkaios	m	Alcaeus
Alke	m	Aldert
Alkeides	m	Alcides
Alkibiades	m	Alcibiades
Alkippe	f	Alcippe
Alkiviadis	m	
Alkmene	f	Alcmene
Alkmini	f	
Alkyone	f	Alcyone,Halcyone,Halkyone
Alla	f	Allochka
Allah	m	
Allan	m	Al,Alan,Allen,Allyn
Allana	f	Alaina,Alana,Alanna,Alannah,Alayna,Allyn,Lana
Allannah	f	Alaina,Alana,Alanna,Alannah,Alayna,Allyn
Allard	m	
Alle	m	Aldert
Allegra	f	
Allegria	f	
Allen	m	Al,Alan,Allan,Allyn
Alli	f	Aliisa,Alisa,Iisa
Allie	f	Alease,Alecia,Alesha,Alesia,Alex,Alexa,Alexandra,Alexandrea,Alexandria,Alexina,Ali,Alice,Alicia,Alisha,Alison,Alissa,Allison,Ally,Allyson,Alyce,Alycia,Alys,Alysa,Alyse,Alysha,Alysia,Alyson,Alyssa,Alyssia,Lexa,Lexi,Lexie,Lexine,Lexy,Sandie,Sandy,Zandra
Allison	fm	Ali,Alison,Allie,Ally,Allyson,Alyson
Allissa	f	Alease,Alecia,Alesha,Alesia,Alice,Alicia,Alisha,Alissa,Alyce,Alycia,Alys,Alysa,Alyse,Alysha,Alysia,Alyssa,Alyssia,Lesia,Lisha,Lyssa
Allochka	f	Alla
Allon	m	
Allovera	f	
Ally	fm	Alasdair,Alastair,Alease,Alecia,Alesha,Alesia,Alex,Alexa,Alexandra,Alexandrea,Alexandria,Alexina,Ali,Alice,Alicia,Alisha,Alison,Alissa,Alistair,Alister,Allie,Allison,Allyson,Alyce,Alycia,Alys,Alysa,Alyse,Alysha,Alysia,Alyson,Alyssa,Alyssia,Lexa,Lexi,Lexie,Lexine,Lexy,Sandie,Sandy,Zandra
Allycia	f	Alease,Alecia,Alesha,Alesia,Alice,Alicia,Alisha,Alissa,Alyce,Alycia,Alys,Alysa,Alyse,Alysha,Alysia,Alyssa,Alyssia,Lesia,Lisha,Lyssa
Allyn	mf	Al,Alaina,Alan,Alana,Alanna,Alannah,Alayna,Allan,Allen,Lana
Allyson	f	Ali,Alison,Allie,Allison,Ally,Alyson
Alma	f	
Almas	fm	
Almast	f	
Almir	m	Almiro
Almira	f	Elmira
Almiro	m	Almir
Almog	mf	
Álmos	m	
Almudena	f	
Alodia	f	
Álǫf	f	
Alois	m	
Aloisia	f	
Aloísio	m	
Aloisio	m	Alvise
Alojz	m	Alojzij,Alojzije,Lojze
Alojzia	f	
Alojzij	m	Alojz,Lojze
Alojzija	f	
Alojzije	m	Alojz
Alojzy	m	
Alon	m	
Alona	f	
Alondra	f	
Alonso	m	Alfonso
Alonzo	m	Alphonso,Lon,Lonnie,Lonny
Aloys	m	Aloysius
Aloysius	m	Aloys
Alp	m	
Alparslan	m	Alpaslan
Alpaslan	m	Alparslan
Alperen	m	
Alpertti	m	Albert,Altti,Pertti
Alpha	fm	
Alphaeus	m	
Alphaios	m	
Alphege	m	
Alphius	m	
Alphonse	m	
Alphonsine	f	
Alphonso	m	Alonzo
Alphonsus	m	
Alphonzo	m	Alonzo,Alphonso
Alpin	m	Ailpein
Alta	f	
Altagracia	f	
Altair	m	
Altan	m	
Altansarnai	f	
Altantsetseg	f	
Alte	fm	Aldert
Alter	m	
Althea	f	
Alton	m	
Altti	m	Albert
Altwidus	m	
Aludra	f	
Alun	m	
Alv	m	Alf
Alva	fm	
Alvah	m	
Alvar	m	
Álvaro	m	
Alvena	f	Alvina,Elvina
Alvilda	f	
Alvilde	f	Alfhild,Vilde
Alvin	m	Elvin
Alvina	f	Alvena,Elvina
Alvis	m	Alvíss
Alvise	m	
Alvíss	m	Alvis
Alwilda	f	
Alwin	m	Adalwin,Alboin,Alfwin
Alwine	f	
Alwyn	m	
Alya	f	Albina,Aleks,Aleksandra,Aleksandrina,Alesya,Alexandra,Alia,Alina,Asya,Sanya,Sasha,Sashenka,Shura
Alyce	f	Alease,Alecia,Alesha,Alesia,Ali,Alice,Alicia,Alisha,Alissa,Allie,Ally,Alycia,Alys,Alysa,Alyse,Alysha,Alysia,Alyssa,Alyssia
Alycia	f	Alease,Alecia,Alesha,Alesia,Alice,Alicia,Alisha,Alissa,Alyce,Alys,Alysa,Alyse,Alysha,Alysia,Alyssa,Alyssia,Lesia,Lisha,Lyssa
Alyona	f	Aliona,Alyonka,Elena,Lena,Yelena
Alyonka	f	Aliona,Alyona,Elena,Lena,Yelena
Alyosha	m	Aleks,Aleksei,Aleksey,Alex,Alexei,Alexey,Lyosha
Alys	f	Alease,Alecia,Alesha,Alesia,Ali,Alice,Alicia,Alisha,Alissa,Allie,Ally,Alyce,Alycia,Alysa,Alyse,Alysha,Alysia,Alyssa,Alyssia
Alysa	f	Alease,Alecia,Alesha,Alesia,Alice,Alicia,Alisha,Alissa,Alyce,Alycia,Alys,Alyse,Alysha,Alysia,Alyssa,Alyssia,Lesia,Lisha,Lyssa
Alyse	f	Alease,Alecia,Alesha,Alesia,Ali,Alice,Alicia,Alisha,Alissa,Allie,Ally,Alyce,Alycia,Alys,Alysa,Alysha,Alysia,Alyssa,Alyssia
Alysha	f	Alease,Alecia,Alesha,Alesia,Alice,Alicia,Alisha,Alissa,Alyce,Alycia,Alys,Alysa,Alyse,Alysia,Alyssa,Alyssia,Lesia,Lisha,Lyssa
Alysia	f	Alease,Alecia,Alesha,Alesia,Alice,Alicia,Alisha,Alissa,Alyce,Alycia,Alys,Alysa,Alyse,Alysha,Alyssa,Alyssia,Lesia,Lisha,Lyssa
Alyson	f	Ali,Alison,Allie,Allison,Ally,Allyson
Alyssa	f	Alease,Alecia,Alesha,Alesia,Alice,Alicia,Alisha,Alissa,Alyce,Alycia,Alys,Alysa,Alyse,Alysha,Alysia,Alyssia,Lesia,Lisha,Lyssa
Alyssia	f	Alease,Alecia,Alesha,Alesia,Alice,Alicia,Alisha,Alissa,Alyce,Alycia,Alys,Alysa,Alyse,Alysha,Alysia,Alyssa,Lesia,Lisha,Lyssa
Alyx	f	Alex,Alexa,Alexandra,Alexandrea,Alexandria,Ali,Allie,Ally,Lexa,Lexi,Lexie,Lexine,Lexy,Sandie,Sandy,Zandra
Alžběta	f	Eliška
Alžbeta	f	Eliška
Ama	f	
Amaal	f	Amel
Amabel	f	Anabella,Anabelle,Annabel,Annabella,Annabelle,Arabella,Mabel,Mabelle,Mable,Mae,May,Maybelle
Amabilia	f	
Amabilis	m	
Amable	mf	
Amada	f	
Amadej	m	
Amadeo	m	
Amadeus	m	
Amadi	m	
Amado	m	
Amador	m	
Amadou	m	Amadu
Amadu	m	Amadou
Amahle	mf	
Amaia	f	Amaya
Amaka	f	Chi,Chiamaka,Chichi
Amal	fm	
Amala	f	
Amalasuintha	f	
Amalbert	m	
Amália	f	Amélia
Amalia	f	Amelia,Amelina
Amálie	f	
Amalie	f	
Amalija	f	Amelija
Amaliya	f	
Amalric	m	Emelrich
Amalthea	f	Amaltheia
Amaltheia	f	Amalthea
Amâncio	m	
Amancio	m	
Amand	m	
Amanda	f	Mandi,Mandy
Amandeep	mf	
Amandine	f	
Amando	m	
Amandus	m	
Amani	fm	
Amantius	m	
Amar	m	
Amara	f	
Amarachi	f	
Amaranta	f	
Amarante	f	
Amarantha	f	
Amardeep	mf	
Amari	mf	
Amariah	m	
Amarilis	f	
Amarjeet	mf	
Amaro	m	
Amaru	m	
'Amaryahu	m	
Amaryllis	f	
Amata	f	
Amaterasu	f	
Amato	m	
Amator	m	
Amatore	m	
Amatus	m	
Amaury	m	
Amaya	f	Amaia
Ambakoum	m	
Ámbar	f	
Amber	f	Amberly
Amberly	f	Amber
Amberlynn	f	Amber,Amberly
Ambra	f	
Ambram	m	
Ambre	f	
Ambrogino	m	Ambrogio
Ambrogio	m	
Ambroise	m	
Ambroos	m	Broos
Ambrose	m	
Ambrosi	m	
Ambrosia	f	
Ambrosine	f	
Ambrósio	m	
Ambrosio	m	
Ambrosios	m	Ambrosius
Ambrosius	m	Ambrosios
Ambrož	m	
Ambrozije	m	
Ambroży	m	
Ambrus	m	
Amé	m	
Amedea	f	
Amédée	m	
Amedeo	m	
Amée	f	
Amel	mf	Amaal
Amela	f	
Amélia	f	Amália
Amelia	f	Amalia,Amelina,Emelia,Millie,Milly
Amélie	f	
Amelie	f	
Amelija	f	Amalija
Amelina	f	Amalia,Amelia
Amen	m	Ammon,Amon,Amun,Yamanu
Amenemhat	m	Amenemhet
Amenemhet	m	Amenemhat
Amenhotep	m	
Ameqran	m	
Ameretat	f	Amordad,Amurdad,Mordad
América	f	
America	f	
Américo	m	
Amerigo	m	
Amery	mf	Emery,Emory
Amethyst	f	
Amets	mf	
Ameyalli	fm	
Amhlaidh	m	Aulay
Amhlaoibh	m	
Ami	mf	Aimee,Amie,Amy
Amias	m	
Amice	f	
Amichai	m	
Amie	f	Aimee,Ami,Amy
Amihan	f	
Amika	f	
Amílcar	m	
Amilcare	m	
Amilia	f	Amelia,Em,Emelia,Emely,Emilee,Emily,Emmie,Emmy,Millie,Milly
Amin	m	Amine
Əminə	f	
Amina	f	Aamina,Aaminah,Aminah,Emina
Aminah	f	Aamina,Aaminah,Amina
Aminata	f	Aminatou
Aminath	f	
Aminatou	f	Aminata
Aminda	f	
Amine	mf	Amin,Emine
Aminta	m	
Amir	m	Aamir,Emir
Amira	f	Amirah
Amirah	f	Amira
Amiran	m	
Amirani	m	
Amis	m	
Amista	f	
Amit	mf	
Amita	f	
Amitabh	m	
Amitai	m	
Amittai	m	
Amity	f	
Amiyah	f	
Amjad	m	
Amleto	m	
'Ammar	m	Ammar
Ammar	m	'Ammar
Ammiel	m	
Ammon	m	Amen,Amon,Amun,Yamanu
Amna	f	
Amnon	m	
Amon	m	Amen,Ammon,Amun,Yamanu
Amondi	f	
Amon-Ra	m	
Amor	mf	
Amordad	f	Ameretat,Amurdad,Mordad
Amore	mf	
Amos	m	
Amosis	m	Ahmose,Iahmesu
Amour	mf	
Amparo	f	
Ampelio	m	
Ampelios	m	Ampelius
Ampelius	m	Ampelios
Amporn	f	
Amram	m	
Amrit	m	
Amrita	f	
Amse	m	
Amulius	m	
Amun	m	Amen,Ammon,Amon,Yamanu
Amund	m	
Amurdad	f	Ameretat,Amordad,Mordad
Amvrosiy	m	
Amy	f	Aimee,Ami,Amie
Amyas	m	
Amyntas	m	
An	mf	
Ana	f	Anabel,Anabela,Anano,Anca,Ancuța,Anelia,Aneliya,Aneta,Ani,Anica,Anika,Anișoara,Anita,Anka,Ankica,Anna,Anuki,Anuša,Jana,Nuša
Anabel	f	Ana,Ani,Anita
Anabela	f	Ana,Anita
Ana Belén	f	
Anabella	f	Anabelle,Annabel,Annabella,Annabelle,Arabella
Anabelle	f	Anabella,Annabel,Annabella,Annabelle,Arabella
Anacleto	m	Cleto
Anacletus	m	Anakletos
Anaëlle	f	
Anah	fm	
Anahera	f	
Anahid	f	Anahit
Anahit	f	Anahid
Anahita	f	Anaitis,Naheed,Nahid
Anaiah	m	
Anaïs	f	Aina,Anna
Anaitis	f	Anahita
Anakin	m	
Anakletos	m	Anacletus
Anakoni	m	Akoni
Ana María	f	
Anamaria	f	
Anamarija	f	
Anan	mf	Anani
Anand	m	Ananda
Ananda	m	Anand
Anandi	f	
Anani	m	Anan
Ananias	m	Annas
Anano	f	Ana,Ani,Anuki
Anant	m	
Ananta	mf	
Ananth	m	Anantha
Anantha	m	Ananth
Anapa	m	Anoubis,Anubis
Anar	mf	Anara
Anara	f	Anar
Anargul	f	
Anargyros	m	
Anaru	m	
Anas	m	Anass
Ana Sofía	f	
Anass	m	Anas
Anastácia	f	
Anastacia	f	Anastasia
Anastacio	m	Anastasio
Anastas	m	Anastasiy
Anastasia	f	Anastacia,Anastasiya,Asya,Nastasia,Nastassia,Nastasya,Nastia,Nastya,Natasa,Stace,Stacey,Staci,Stacia,Stacie,Stacy,Stasya,Tasia,Tasoula
Anastasie	fm	
Anastasija	f	Staša
Anastasio	m	Anastacio
Anastasios	m	Anastasius
Anastasius	m	Anastasios
Anastasiy	m	Anastas
Anastasiya	f	Anastasia,Asya,Nastasia,Nastassia,Nastasya,Nastia,Nastya,Stasya
Anastázia	f	
Anastázie	f	Anastazie
Anastazie	f	Anastázie
Anastazija	f	Nastja,Staša
Anastazja	f	Stasia
Anastazy	m	
Anasztáz	m	
Anasztázia	f	
Anat	fm	Anath,Anatu
Anath	mf	Anat,Anatu
Anatjari	m	
Anatol	m	
Anatole	m	
Anatoli	m	Anatoliy,Anatoly
Anatolia	f	
Anatolijs	m	
Anatolios	m	Anatolius
Anatolius	m	Anatolios
Anatoliy	m	Anatoli,Anatoly
Anatoly	m	Anatoli,Anatoliy
Anatu	f	Anat,Anath
Anaxagoras	m	
Anaya	f	
Anayeli	f	Nayeli
Anbu	m	
Anca	f	Ana,Ancuța,Ani,Anișoara
Anĉjo	m	Antono
Ancuța	f	Ana,Anca,Ani,Anișoara
Anđa	f	Anđela,Anđelka,Andjela
Ándaras	m	
Andebert	m	
Anđela	f	Anđa,Anđelka,Andjela
Anděla	f	
Anđelka	f	Anđa,Anđela,Andjela
Anđelko	m	Anđelo
Anđelo	m	Anđelko
Andeolus	m	
Ander	m	
Anders	m	Andreas
Anderson	m	
Andi	f	Andie,Andrea,Andy,Drea
Andie	mf	Andi,Andrea,Andrew,Andy,Drea,Drew
Andile	mf	Ayanda,Bandile,Sandile
Andjela	f	Anđa,Anđela,Anđelka
Andon	m	Anton,Antonij,Antoniy,Doncho,Dončo,Toni
Andoni	m	Antton
Andor	m	András,Andris,Bandi,Endre
Andra	f	Alexandra,Sanda
Andrada	f	Andreea
András	m	Andor,Andris,Bandi,Endre
Andras	m	
Andraste	f	
Andraž	m	Andrej
Andre	m	Deandre,Dre
André	m	
Andréa	f	Andrée,Andréia,Andreia
Andrea	mf	Andi,Andie,Andreja,Andrine,Andy,Drea,Ea
Andreas	m	Anders,Andries,Dries
Andrée	f	Andréa
Andreea	f	Andrada
Andrei	m	Andrey
Andréia	f	Andréa,Andreia
Andreia	f	Andréa,Andréia
Andreina	f	
Andrej	m	Andraž,Andreja,Andrija,Andro,Ondřej,Ondrej
Andreja	fm	Andrea,Andrej,Andrija
Andrejs	m	Andris
Andrés	m	
Andres	m	Andrus,Anti
Andrés Felipe	m	
Andreu	m	
Andrew	m	Andie,Andy,Drew
Andrey	m	Andrei
Andria	m	Andro
Andriana	f	
Andries	m	Andreas,Dries
Andrija	m	Andrej,Andreja,Andro
Andrijana	f	
Andrina	f	Andi,Andie,Andrea,Andy,Drea
Andrine	f	Andrea,Ea
Andris	m	Andor,András,Andrejs,Bandi,Endre
Andrius	m	
Andriy	m	
Andro	m	Andrej,Andria,Andrija
Androcles	m	Androkles
Androkles	m	Androcles
Andromache	f	
Andromeda	f	
Andronicus	m	Andronikos
Andronikos	m	Andronicus
Andrus	m	Andres,Anti
Andrzej	m	Jędrzej
Andy	mf	Andi,Andie,Andrea,Andrew,Drea,Drew
Andżelika	f	Angelika
Ane	fm	Anika,Anna,Anni
Aneirin	m	Aneurin,Neirin,Nye
Anej	m	Enej
Anelia	f	Ana,Aneliya,Anka,Anna,Neli
Anelie	f	Anika,Anina,Anna,Anneli,Annelie,Anneliese,Anni
Aneliya	f	Ana,Anelia,Anka,Anna,Neli
Anemone	f	
Aneta	f	Ana,Ani,Anika,Anka,Anna
Anett	f	
Anette	f	Anne
Aneurin	m	Aneirin,Neirin,Nye
Anežka	f	
Anfisa	f	
Ange	mf	
Ángel	m	Angelino
Àngel	m	
Angel	mf	Angjelko
Ángela	f	Angelita
Àngela	f	
Ângela	f	
Angéla	f	
Angela	f	Angelia,Angelien,Angelina,Angie,Anzhela,Lina
Angèle	f	Angeline
Ángeles	f	
Angelia	f	Angela,Angie
Angélica	f	
Angelica	f	Anjelica
Angelien	f	Angela
Angelika	f	Andżelika,Angyalka
Angeliki	f	Kiki
Angelina	f	Angela,Lina
Angeline	f	Angèle
Angelino	m	Ángel,Ângelo,Angelo,Angiolo,Lino
Angélique	f	
Angelique	f	Lieke
Angelita	f	Ángela
Angelle	f	
Ângelo	m	Angelino
Angelo	m	Angelino,Angiolo,Lino
Angelos	m	
Angelus	m	
Angerona	f	
Angharad	f	
Anghel	m	
Ànghela	f	
Ànghelu	m	
Angie	f	Angela,Angelia
Angilberct	m	Engelbert
Angiolo	m	Angelino,Angelo,Lino
Angjelko	m	Angel
Angra Mainyu	m	Ahriman
Angrboða	f	
Angus	m	Aengus,Aonghas,Aonghus,Gus
Angyalka	f	Angelika
Anh	mf	
Anhelina	f	
Ani	f	Ana,Anabel,Anano,Anca,Ancuța,Aneta,Anișoara,Anita,Anna,Anuki
Ania	f	Anna,Annushka,Anushka,Anya
Aníbal	m	
Anica	f	Ana,Anika,Anita,Anka,Ankica,Anuša,Jana,Nuša
Anicetus	m	Aniketos
Aniela	f	
Anielka	f	Aniela
Anik	m	
Anika	f	Ana,Ane,Aneta,Anica,Anina,Anita,Anka,Anke,Ankica,Anna,Anneke,Anneli,Annelie,Annelien,Anni,Anouk,Ans,Antje,Anuša,Nuša
Aniket	m	
Aniketos	m	Anicetus
Anikó	f	Anna,Panka,Panna,Panni
Anıl	m	
Anil	m	
Anila	f	
Anima	f	
Anina	f	Anika,Anna,Anneli,Annelie,Anni
Aniol	m	
Aniruddha	m	
Anis	m	
Anisa	f	
Anise	f	
Anish	m	
Anisha	f	
Anisim	m	
Anișoara	f	Ana,Anca,Ancuța,Ani
Anissa	f	Anna,Keanna
Anit	m	
Anita	f	Ana,Anabel,Anabela,Ani,Anica,Anika,Anka,Ankica,Anuša,Jana,Nita,Nuša
Aniya	f	
Aniyah	f	
Anja	f	
Anjali	f	
Anjelica	f	Angelica
Anjelika	f	Anzhelika
Anka	f	Ana,Anelia,Aneliya,Aneta,Anica,Anika,Anita,Ankica,Anna,Anuša,Jana,Neli,Nuša
Anke	f	Anika,Anna,Anneke,Annelien,Anouk,Ans,Antje
Ankhbayar	mf	
Ankica	f	Ana,Anica,Anika,Anita,Anka,Anuša,Jana
Ankit	m	
Ankita	f	
Ankur	m	
Ann	f	Anne,Annette,Annie,Nan,Nance,Nancy,Nanette,Nannie,Nanny
Anna	f	Aina,Ana,Anaïs,Ane,Anelia,Aneliya,Aneta,Ani,Ania,Anika,Anikó,Anina,Anissa,Anka,Anke,Annabella,Annaig,Anneke,Anneli,Annelie,Annelien,Annetta,Anni,Annick,Anniina,Annika,Anniken,Annikki,Annukka,Annushka,Anouk,Ans,Antje,Anu,Anushka,Anya,Keanna,Neli,Niina,Panka,Panna,Panni
Annabel	f	Anabella,Anabelle,Annabella,Annabelle,Arabella
Annabella	f	Anabella,Anabelle,Anna,Annabel,Annabelle,Annetta,Arabella
Annabelle	f	Anabella,Anabelle,Annabel,Annabella,Arabella
Annabeth	f	
Annachiara	f	
Annag	f	
Annagül	f	
Annaig	f	Anna,Annick
Annalee	f	
Annalena	f	
Anna-Liisa	f	
Annalisa	f	
Annalise	f	
Anna Maria	f	
Annamária	f	
Annamaria	f	
Annas	m	Ananias
Annbjørg	f	
Anne	fm	Ann,Annette,Annie,Anny,Anouk,Nan,Nancy,Nanette,Nannie,Nanny,Ninon
Annegret	f	
Anneka	f	Annika
Anneke	f	Anika,Anke,Anna,Annelien,Anouk,Ans,Antje
Anne-Laure	f	
Anneli	f	Anika,Anina,Anna,Annelie,Anneliese,Anni
Annelie	f	Anika,Anina,Anna,Anneli,Anneliese,Anni
Annelien	f	Anika,Anke,Anna,Anneke,Anouk,Ans,Antje
Annelies	f	
Anneliese	f	Anneli,Annelie
Annelise	f	
Anne-Marie	f	
Annemarie	f	
Annemiek	f	
Annemieke	f	
Anne-Sophie	f	
Annet	f	Anne
Annett	f	Anne
Annetta	f	Anna,Annabella
Annette	f	Ann,Anne,Annie,Anny,Anouk,Nettie,Ninon
Anni	f	Ane,Anika,Anina,Anna,Anneli,Annelie,Anniina,Annikki,Annukka,Anu,Niina
Annibale	m	
Annice	f	Agnes,Annis,Nan,Nance,Nancy
Annick	f	Anna,Annaig
Annie	f	Ann,Anne,Annette,Anny,Anouk,Nan,Nance,Nancy,Nanette,Nannie,Nanny,Ninon
Anniina	f	Anna,Anni,Annikki,Annukka,Anu,Niina
Annika	f	Anna
Anniken	f	Anna
Annikki	f	Anna,Anni,Anniina,Annukka,Anu,Niina
Annis	f	Aggie,Agnes,Annice,Nan,Nance,Nancy
Annisa	f	
Annmarie	f	
Annora	f	Honora,Nonie,Nora,Norah,Noreen,Norene
Annukka	f	Anna,Anni,Anniina,Annikki,Anu,Niina
Annunciata	f	Annunziata,Nunzia,Nunziatina
